Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,,Percent,39
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,,Percent,15
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,,Percent,13
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,,Percent,13
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,,Percent,86
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,,Percent,65
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,,Percent,59
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,,Percent,58
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,,Percent,Suppressed
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,,Percent,0
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,Cocaine,Female,Percent,23
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,Cocaine,Male,Percent,77
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,Methamphetamine,Female,Percent,24
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,Methamphetamine,Male,Percent,76
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,Other stimulants,Female,Percent,30
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,Other stimulants,Male,Percent,70
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,Cocaine,Female,Percent,25
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,Cocaine,Male,Percent,75
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,Methamphetamine,Female,Percent,29
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,Methamphetamine,Male,Percent,71
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,Other stimulants,Female,Percent,35
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,Other stimulants,Male,Percent,65
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,Cocaine,Female,Percent,25
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,Cocaine,Male,Percent,75
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,Methamphetamine,Female,Percent,26
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,Methamphetamine,Male,Percent,74
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,Other stimulants,Female,Percent,23
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,Other stimulants,Male,Percent,77
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,Cocaine,Female,Percent,16
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,Cocaine,Male,Percent,84
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,Methamphetamine,Female,Percent,18
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,Methamphetamine,Male,Percent,82
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,Other stimulants,Female,Percent,30
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,Other stimulants,Male,Percent,70
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,Cocaine,Female,Percent,26
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,Cocaine,Male,Percent,74
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,Methamphetamine,Female,Percent,27
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,Methamphetamine,Male,Percent,73
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,Other stimulants,Female,Percent,31
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,Other stimulants,Male,Percent,69
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,Cocaine,Female,Percent,22
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,Cocaine,Male,Percent,78
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,Methamphetamine,Female,Percent,22
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,Methamphetamine,Male,Percent,78
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,Other stimulants,Female,Percent,12
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,Other stimulants,Male,Percent,88
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,Cocaine,Female,Percent,32
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,Cocaine,Male,Percent,68
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,Methamphetamine,Female,Percent,30
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,Methamphetamine,Male,Percent,70
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,Other stimulants,Female,Percent,38
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,Other stimulants,Male,Percent,63
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,Cocaine,Female,Percent,17
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,Cocaine,Male,Percent,83
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,Methamphetamine,Female,Percent,42
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,Methamphetamine,Male,Percent,58
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,Other stimulants,Female,Percent,38
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,Other stimulants,Male,Percent,63
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,Cocaine,Female,Percent,33
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,Cocaine,Male,Percent,67
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,Methamphetamine,Female,Percent,49
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,Methamphetamine,Male,Percent,51
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,Other stimulants,Female,Percent,55
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,Other stimulants,Male,Percent,45
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,Cocaine,Female,Percent,24
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,Cocaine,Male,Percent,76
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,Methamphetamine,Female,Percent,24
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,Methamphetamine,Male,Percent,76
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,Other stimulants,Female,Percent,30
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,Other stimulants,Male,Percent,70
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,Cocaine,Female,Percent,25
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,Cocaine,Male,Percent,75
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,Methamphetamine,Female,Percent,28
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,Methamphetamine,Male,Percent,72
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,Other stimulants,Female,Percent,36
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,Other stimulants,Male,Percent,64
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,Cocaine,Female,Percent,27
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,Cocaine,Male,Percent,73
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,Methamphetamine,Female,Percent,27
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,Methamphetamine,Male,Percent,73
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,Other stimulants,Female,Percent,21
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,Other stimulants,Male,Percent,79
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,Cocaine,Female,Percent,19
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,Cocaine,Male,Percent,81
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,Methamphetamine,Female,Percent,Not available
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,Methamphetamine,Male,Percent,Not available
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,Other stimulants,Female,Percent,25
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,Other stimulants,Male,Percent,75
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,Cocaine,Female,Percent,19
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,Cocaine,Male,Percent,81
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,Methamphetamine,Female,Percent,0
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,Methamphetamine,Male,Percent,0
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,Other stimulants,Female,Percent,25
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,Other stimulants,Male,Percent,75
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,Cocaine,Female,Percent,11
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,Cocaine,Male,Percent,89
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,Methamphetamine,Female,Percent,11
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,Methamphetamine,Male,Percent,89
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,Other stimulants,Female,Percent,25
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,Other stimulants,Male,Percent,75
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,Cocaine,Female,Percent,29
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,Cocaine,Male,Percent,71
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,Methamphetamine,Female,Percent,33
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,Methamphetamine,Male,Percent,67
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,Other stimulants,Female,Percent,Suppressed
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,Other stimulants,Male,Percent,Suppressed
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,Cocaine,Female,Percent,Suppressed
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,Cocaine,Male,Percent,Suppressed
Stimulants,Deaths,Type of stimulants by sex,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,Methamphetamine,Female,Percent,Suppressed
